Subject,Trial,QA TRs,Mean,SD,Min,1Q,2Q,3Q,Max,Outliers,Outliers %
DYN_020,hilo,424.0,0.09343436816037735,0.05541990760527963,0.016954300000000002,0.0620641,0.0850574,0.10894725000000001,0.5519069999999999,19.0,4.481132075471698,
DYN_020,rest,494.0,0.09675860506072875,0.049772989135731784,0.011416200000000001,0.06370455000000001,0.09443105,0.12063924999999999,0.485008,11.0,2.2267206477732793,
DYN_020,task1,550.0,0.10417390054545454,0.07804216394520197,0.010504000000000001,0.060474125000000004,0.0846598,0.11860849999999999,0.60841,44.0,8.0,
DYN_020,task2,550.0,0.1433397252727273,0.14956723170639113,0.010162799999999998,0.060316699999999994,0.0982659,0.16464675,1.27662,46.0,8.363636363636363,
DYN_020,training,424.0,0.0965191783018868,0.05897762778763715,0.0166433,0.06059525,0.08675295,0.1162405,0.473516,20.0,4.716981132075472,
DYN_021,hilo,424.0,0.057269182099056605,0.039498289446097214,0.00744431,0.03933135,0.05327675,0.070288,0.6636340000000001,7.0,1.650943396226415,
DYN_021,rest,494.0,0.055596189817813765,0.022196406320125355,0.00532177,0.0394758,0.053705199999999995,0.07057474999999999,0.143782,2.0,0.4048582995951417,
DYN_021,task1,550.0,0.059106834727272725,0.022744226934521435,0.0115313,0.041458774999999996,0.057039099999999995,0.07204262500000001,0.140684,6.0,1.0909090909090908,
DYN_021,task2,550.0,0.05577143421818182,0.02400851011974147,0.00257589,0.0408577,0.05253745,0.06713024999999999,0.212077,18.0,3.272727272727273,
DYN_021,training,424.0,0.060320637735849045,0.02311942473499825,0.0101865,0.04487335,0.05853195,0.07273887500000001,0.133554,7.0,1.650943396226415,
DYN_022,hilo,424.0,0.07074496995283018,0.07338143262721851,0.00960466,0.045382900000000004,0.0607089,0.0808201,1.0951600000000001,13.0,3.0660377358490565,
DYN_022,rest,494.0,0.057629227327935226,0.023012831352681035,0.006600399999999999,0.03975885,0.05532419999999999,0.07485615,0.134901,2.0,0.4048582995951417,
DYN_022,task1,550.0,0.04917092736363637,0.019958443906898594,0.00725835,0.035755275,0.0470415,0.060669425,0.134615,8.0,1.4545454545454546,
DYN_022,task2,550.0,0.046521018799999994,0.019156886353773342,0.0036560000000000004,0.0332369,0.04496065,0.05559230000000001,0.14213399999999998,17.0,3.090909090909091,
DYN_022,training,424.0,0.054680430896226415,0.021951721475074702,0.0149494,0.040586375,0.0508047,0.06711039999999999,0.232165,6.0,1.4150943396226414,
DYN_023,hilo,424.0,0.0627786016745283,0.04775106745769219,0.00944701,0.04046580000000001,0.0528407,0.06791209999999999,0.523547,31.0,7.311320754716981,
